CardHoldersName,Card_Number,Expiry_Date,ShipToAddress,ShipToAddress1,ShipToCity,ShipToCountry,ShipToCustomerNumber,ShipToEmail,ShipToName,ShipToPhone,ShipToState,ShipToZip,RandZip,first_time_customer,order_dollar_amaout,num_items,age,web_order,total_transactions_to_date,billing_shipping_zip_equal,hour_of_day,Reported_as_fraud,rownum,lookup_id,NewShipToZip
Samson Fisher         ,4779049217549060,1122,?,67764 West Broken Arrow Way                                   ,Las Vegas             ,USA,495113,Barry@est.org              ,Dexter *Rice           ,529-444-5046,NV,96731,32403,Y,206.8,20,81.4,N,43,N,13,Y,50887,1,89102
Raymond Hooper        ,4532166948933138,823,?,8802 West Ireland Blvd.                                       ,Las Vegas             ,USA,443730,Ori@aliquet.us             ,Xaviera *Christensen   ,044-747-8952,NV,41084,22260,Y,953.9,14,47,Y,13,N,12,Y,2514,2,89109
Nehru Erickson        ,5173275361336058,623,?,76718 North Palo Alto Ln.                                     ,Las Vegas             ,USA,318349,Rooney@mattis.edu          ,Nehru *Erickson        ,688-970-2590,NV,25213,24732,N,797.9,14,55.3,N,62,N,15,N,35808,3,89106
Brielle Lane          ,4716908237732194,423,?,63368 North Italy Ln.                                         ,Las Vegas             ,USA,706091,Wade@Vivamus.edu           ,Xanthus *Hampton       ,366-709-4005,NV,51184,31204,Y,240.9,16,109.7,Y,100,N,23,N,99080,1,89102
Coby Gonzalez         ,6011377302602681,321,?,89438 North Seychelles Way                                    ,Las Vegas             ,USA,942545,Marshall@erat.com          ,Hadassah *Terrell      ,022-512-6197,NV,71553,49241,Y,705.6,15,62.3,N,83,N,22,Y,81540,2,89109
Mohammad Kramer       ,5434962877538385,523,?,85207  Concord Blvd.                                          ,Las Vegas             ,USA,298444,Jonah@tortor.net           ,Mohammad *Kramer       ,598-334-7851,NV,28738,28327,Y,46.6,6,85.1,N,16,N,22,N,92772,3,89106
Neil Christian        ,4556498304685718,523,?,87018 East Cincinnati St.                                     ,Las Vegas             ,USA,392334,Marny@nibh.gov             ,Neil *Christian        ,724-629-0045,NV,68724,68316,Y,265.4,10,15.7,Y,7,N,11,Y,17959,1,89102
Alvin Alvarez         ,4556271294451247,920,?,46049 East Baldwin Park Ave.                                  ,Las Vegas             ,USA,584842,Graiden@dictum.org         ,Alvin *Alvarez         ,135-720-6233,NV,8418,8025,Y,56.9,9,85,Y,69,N,7,N,9918,2,89109
Aquila Clay           ,5577769616595437,1019,?,51773 East Bolivia Ave.                                       ,Las Vegas             ,USA,18679,Charlotte@ipsum.org        ,Aquila *Clay           ,643-726-1713,NV,23101,22937,Y,212.6,20,37.9,N,69,N,2,Y,28081,3,89106
Denton Goodwin        ,5431530902343981,1018,?,37881 North Antigua and Barbuda St.                           ,Las Vegas             ,USA,13896,Trevor@molestie.us         ,Slade *Barrera         ,751-385-8220,NV,25484,91362,N,59.3,19,79.2,Y,98,N,7,N,82719,1,89102
Chaney Osborne        ,5147532934474953,422,?,43178 South Turks and Caicos Islands Ct.                      ,Las Vegas             ,USA,38005,Aretha@faucibus.net        ,Chaney *Osborne        ,745-732-8516,NV,70422,70001,N,939.5,4,55.3,N,75,N,8,N,85183,2,89109
Nissim Kidd           ,4776515646696287,819,?,76132  Niger Blvd.                                            ,Las Vegas             ,USA,396258,Prescott@nec.com           ,Nissim *Kidd           ,931-448-7787,NV,85443,84988,Y,985,13,22,N,74,N,9,Y,44344,3,89106
Emery Russo           ,345222742250644,1118,?,68181 West Darlington Ave.                                    ,Las Vegas             ,USA,849100,Ignatius@orci.us           ,Thaddeus *Berg         ,323-536-3964,NV,597,8156,N,846.9,16,94.9,Y,35,N,23,Y,3493,1,89102
Liberty Gibson        ,5500567721243121,720,?,"93878 South Virgin Islands, U.S. Ct.                          ",Las Vegas             ,USA,311518,Olga@tempus.gov            ,Liberty *Gibson        ,116-281-3384,NV,78360,78108,Y,450.7,13,95.1,N,34,N,8,N,98187,2,89109
Curran Carter         ,348481269890284,719,?,33535 West Philadelphia Ct.                                   ,Las Vegas             ,USA,906314,Libby@orci.net             ,Curran *Carter         ,911-093-0506,NV,1185,822,N,278.4,17,35,N,61,N,3,Y,4079,3,89106
Galena Gillespie      ,4024007163800393,621,?,98818 East Mexico Ln.                                         ,Las Vegas             ,USA,579903,Cyrus@nisl.com             ,Galena *Gillespie      ,407-081-7918,NV,7653,7161,Y,918.2,20,10,N,89,N,17,Y,26327,1,89102
Abbot Buckner         ,5265822546618964,220,?,80425  Huntington Park St.                                    ,Las Vegas             ,USA,176652,Cassandra@venenatis.us     ,Regina *Frederick      ,685-614-7786,NV,37175,21821,N,586.2,14,15.2,Y,75,N,14,N,96246,2,89109
Neville Richard       ,4780880961417097,320,?,45347  College Park Way                                       ,Las Vegas             ,USA,513161,Lydia@condimentum.org      ,Neville *Richard       ,003-373-1948,NV,99391,99303,N,646.7,14,29.9,N,29,N,18,Y,54729,3,89106
Blossom Arnold        ,6011826775396080,521,?,21992 North Lexington St.                                     ,Las Vegas             ,USA,975868,Yoshio@diam.net            ,Blossom *Arnold        ,198-951-5297,NV,1213,990,N,889,20,12.6,Y,14,N,15,Y,92603,1,89102
Marny Kidd            ,4485961038731658,1121,?,47659 South Argentina Blvd.                                   ,Las Vegas             ,USA,345822,Whoopi@scelerisque.gov     ,Talon *Waters          ,914-157-4934,NV,70368,84348,N,738.1,6,92.8,Y,72,N,21,N,98874,2,89109
Justine Koch          ,4230960453847286,418,?,14696 West Bowie Ct.                                          ,Las Vegas             ,USA,717411,Sylvia@nascetur.net        ,Justine *Koch          ,439-475-3761,NV,15044,14664,N,839.1,16,98.2,N,99,N,11,N,77356,3,89106
Xenos Warner          ,371973937586971,218,?,76227 North East Hartford Ln.                                 ,Las Vegas             ,USA,833395,Candace@inceptos.com       ,Brady *Bush            ,999-875-9741,NV,75178,47093,Y,813.3,4,52.4,N,18,N,8,Y,94270,1,89102
Hannah Lang           ,4929249693716097,921,?,86212 East Ukraine Ln.                                        ,Las Vegas             ,USA,722257,Miriam@vulputate.edu       ,Blossom *Ewing         ,880-944-5716,NV,77030,24393,N,868.4,14,73.3,N,17,N,10,Y,35072,2,89109
Prescott Madden       ,4679340396896260,1019,?,66360 South Kazakhstan St.                                    ,Las Vegas             ,USA,525312,Dorothy@vel.net            ,Octavius *Sparks       ,079-559-3212,NV,83443,45937,Y,520.3,17,95.3,Y,75,N,6,N,51038,3,89106
Noelani Rasmussen     ,4024007181284323,821,?,91605 North Algeria Ave.                                      ,Las Vegas             ,USA,617268,Norman@risus.us            ,Price *Bernard         ,375-099-4103,NV,4149,88408,Y,35.2,4,60.8,N,26,N,20,N,76854,1,89102
Zachary Welch         ,5568451725426579,222,?,40060  Timor-leste Ave.                                       ,Las Vegas             ,USA,326186,Kane@varius.org            ,Zachary *Welch         ,508-050-3233,NV,93284,92934,Y,65.9,12,55.2,N,66,N,0,N,45213,2,89109
Len Kemp              ,6011540253968241,921,?,89306 South Guadeloupe Ct.                                    ,Las Vegas             ,USA,991764,Iola@Praesent.edu          ,Len *Kemp              ,932-897-8381,NV,22728,22583,N,694.9,3,34.1,Y,39,N,13,N,54472,3,89106
Minerva Odonnell      ,5389536965189619,722,?,16714 West Chickasha Blvd.                                    ,Las Vegas             ,USA,158185,Griffith@sodales.net       ,Minerva *Odonnell      ,650-085-7798,NV,83265,83021,Y,105.4,20,72.9,N,99,N,22,N,63242,1,89102
Jessica Mcintyre      ,349436384312498,923,?,74350 South Netherlands Antilles Ln.                          ,Las Vegas             ,USA,823550,Dexter@Cum.org             ,Jessica *Mcintyre      ,648-694-1828,NV,5823,5530,N,127.4,4,75.3,Y,51,N,9,N,9930,2,89109
Gloria Matthews       ,4532344890314033,322,?,27480 West Senegal Blvd.                                      ,Las Vegas             ,USA,598514,Tatum@Lorem.edu            ,Gloria *Matthews       ,532-495-5600,NV,11950,11564,N,66.6,14,86,Y,64,N,12,N,87128,3,89106
Hayden Figueroa       ,4716362553700999,421,?,10266 West Zimbabwe Blvd.                                     ,Las Vegas             ,USA,756414,Ryder@consequat.edu        ,Simon *Villarreal      ,508-033-1732,NV,15127,47311,Y,179.8,12,79.1,Y,48,N,0,Y,17229,1,89102
Pearl Rowe            ,4532009831563085,319,?,65777 South Algeria St.                                       ,Las Vegas             ,USA,473554,Adrian@nisl.gov            ,Mark *Adkins           ,157-464-5595,NV,49526,27627,N,947.9,9,98.8,Y,95,N,1,N,2585,2,89109
Kadeem Haney          ,5401887397092036,821,?,82273  Beaumont Ave.                                          ,Las Vegas             ,USA,328641,Bo@dignissim.us            ,Timothy *Rosales       ,265-003-8281,NV,12715,39958,N,746,17,16.4,Y,92,N,19,Y,4839,3,89106
Tara Wright           ,4929152796249083,221,?,78452 East Chattanooga St.                                    ,Las Vegas             ,USA,385445,Kirby@eget.us              ,Tara *Wright           ,400-437-8734,NV,57357,57150,N,737.3,5,16.7,Y,24,N,12,Y,22480,1,89102
Grady Rivers          ,5410994104306391,219,?,67110  New Zealand Ave.                                       ,Las Vegas             ,USA,329952,Jordan@Quisque.gov         ,Yoko *Mercer           ,984-903-3366,NV,99256,81736,N,981,10,53.2,Y,83,N,3,N,57953,2,89109
Rosalyn Acevedo       ,4556949557125059,723,?,64104 South Port Huron Ct.                                    ,Las Vegas             ,USA,401163,Nina@a.net                 ,Madison *Olson         ,885-676-9587,NV,69114,73259,Y,71.2,15,109.7,N,83,N,21,N,52217,3,89106
Cailin Hooper         ,4485904758188071,720,?,56672 South Durango St.                                       ,Las Vegas             ,USA,617759,Jaime@parturient.org       ,Isadora *Bauer         ,720-692-0804,NV,50096,80196,Y,641.8,18,46.7,N,85,N,0,Y,89072,1,89102
Heidi Allison         ,342882480018256,621,?,52347 North Moldova Blvd.                                     ,Las Vegas             ,USA,843144,Jarrod@netus.org           ,Shoshana *Finch        ,153-770-2970,NV,2331,16335,N,815.6,9,60.7,Y,43,N,22,Y,16975,2,89109
Amos Drake            ,5158864319695209,1121,?,61786 East Saint Vincent and The Grenadines St.               ,Las Vegas             ,USA,283735,Barrett@elit.org           ,Amos *Drake            ,091-550-3041,NV,76433,76067,N,393.4,11,46.7,N,60,N,14,N,2593,3,89106
Ali Weeks             ,4716262244509256,422,?,25919 North Poland Ln.                                        ,Las Vegas             ,USA,705947,Donna@Proin.com            ,Ali *Weeks             ,975-436-5449,NV,46690,46392,Y,25.6,17,73.4,N,26,N,0,Y,44522,1,89102
Damian Brooks         ,5573947085610655,820,?,39764 South Saint Helena St.                                  ,Las Vegas             ,USA,162185,Hashim@Mauris.com          ,Damian *Brooks         ,314-079-3869,NV,47719,47537,Y,542.8,20,21.3,N,70,N,22,Y,50615,2,89109
Harlan Cote           ,340301776924566,120,?,9998 North Faroe Islands St.                                  ,Las Vegas             ,USA,919197,Malcolm@morbi.gov          ,Harlan *Cote           ,628-483-7470,NV,8267,8147,Y,500.5,14,24.9,N,24,N,4,Y,71184,3,89106
Ian West              ,5158081868672741,1021,?,46394 North United States Ave.                                ,Las Vegas             ,USA,213146,Theodore@aptent.edu        ,Ian *West              ,757-226-6363,NV,1299,1247,Y,850.7,17,43.8,N,14,N,23,Y,80952,1,89102
Beck Decker           ,4539717891444953,1222,?,14630 North Colombia St.                                      ,Las Vegas             ,USA,792932,Nolan@eros.com             ,Beck *Decker           ,134-044-1826,NV,54529,54505,Y,114.8,4,81.7,Y,46,N,10,Y,66492,2,89109
Ivor Bowers           ,4300439055327729,620,?,33855 East Brunei Darussalam Blvd.                            ,Las Vegas             ,USA,802195,Winter@eleifend.us         ,Ivor *Bowers           ,989-605-8879,NV,64260,63777,N,698,18,77.9,Y,83,N,12,N,59559,3,89106
Adrian Evans          ,5439272246780733,821,?,32188 East Christmas Island Blvd.                             ,Las Vegas             ,USA,7717,Hanae@quam.gov             ,Adrian *Evans          ,897-618-9575,NV,61233,61102,N,717.2,12,39.9,Y,34,N,3,Y,81046,1,89102
Pearl Bradshaw        ,377930438332812,919,?,59105 East Myanmar Ct.                                        ,Las Vegas             ,USA,864019,Samuel@bibendum.edu        ,MacKensie *Le          ,511-734-4762,NV,5937,66707,Y,350.8,3,57.6,Y,13,N,5,Y,87805,2,89109
Emerson Tate          ,4916045689829026,321,?,39764 East Christiansted Ln.                                  ,Las Vegas             ,USA,563095,Heather@purus.gov          ,Adam *Hernandez        ,942-046-3634,NV,15428,95081,N,848.9,5,34.5,Y,81,N,15,N,56828,3,89106
Kieran Levy           ,4201136089956701,720,?,33266 East Solomon Islands Way                                ,Las Vegas             ,USA,538935,Tatyana@Cras.us            ,Kieran *Levy           ,020-901-0780,NV,38063,37756,N,588.1,16,86.2,Y,44,N,8,N,8499,1,89102
Desiree Dodson        ,5331443368943768,518,?,18407 East Kennesaw Ave.                                      ,Las Vegas             ,USA,251011,Brendan@tristique.edu      ,Desiree *Dodson        ,623-630-7450,NV,20436,20245,N,385.1,13,97,N,14,N,17,N,56024,2,89109
Cally Carson          ,5458082249018502,520,?,54727 West Angola Way                                         ,Las Vegas             ,USA,52712,Keegan@nunc.org            ,Kelsie *Dunlap         ,309-299-4112,NV,99463,99148,N,114.8,2,65.1,Y,94,N,13,N,38103,3,89106
Josephine Shaffer     ,5131758577899010,122,?,5259 South Darlington Ct.                                     ,Las Vegas             ,USA,327620,Chandler@purus.com         ,Harrison *Bates        ,975-861-7619,NV,74515,25516,Y,989.7,11,39.6,Y,99,N,0,Y,58499,1,89102
Rachel Klein          ,4929079919453674,919,?,72213 North Niue St.                                          ,Las Vegas             ,USA,776830,Iona@Praesent.gov          ,Aladdin *Ball          ,682-251-3703,NV,50671,42369,N,149.3,5,82.7,Y,3,N,20,N,15270,2,89109
Marshall Shepard      ,4929502718166585,522,?,22125 North Liberia St.                                       ,Las Vegas             ,USA,520409,Harlan@nibh.net            ,Marshall *Shepard      ,767-547-4917,NV,67858,67616,N,64.8,12,43.9,N,46,N,12,N,61009,3,89106
Callum Mullen         ,5592940559488523,821,?,61490  Nepal Ln.                                              ,Las Vegas             ,USA,172090,Evelyn@dolor.net           ,Callum *Mullen         ,744-215-4139,NV,68191,67701,N,420.7,12,40.3,Y,47,N,3,Y,50474,1,89102
Vivian Talley         ,5501555391337181,622,?,77556 South Canada Blvd.                                      ,Las Vegas             ,USA,40118,Germane@ornare.edu         ,Ryan *Cotton           ,392-004-7861,NV,16729,34268,N,911.9,6,99.2,Y,43,N,12,Y,30708,2,89109
Wyatt Sutton          ,5397676323427069,620,?,11932  Peru Ln.                                               ,Las Vegas             ,USA,297560,Nero@Quisque.net           ,Wyatt *Sutton          ,112-777-0940,NV,62317,62229,Y,752.7,10,38.5,N,6,N,7,N,26390,3,89106
Maya Pittman          ,5295744441626971,521,?,59733 South Kiribati Way                                      ,Las Vegas             ,USA,314912,Ulla@Cum.gov               ,Maya *Pittman          ,210-173-6066,NV,69085,68801,N,124.3,8,33.6,Y,47,N,6,N,8009,1,89102
Isadora Randall       ,4024007102225785,720,?,82972  Venezuela Ave.                                         ,Las Vegas             ,USA,492849,Myles@diam.edu             ,Isadora *Randall       ,512-815-6023,NV,81464,81392,N,570.7,13,32.9,N,26,N,20,N,3219,2,89109
Nichole Munoz         ,5576760564840892,1019,?,27976 North Kazakhstan Ln.                                    ,Las Vegas             ,USA,168060,Veronica@luctus.com        ,Nichole *Munoz         ,600-859-7691,NV,54170,53745,Y,84.1,2,102.7,Y,54,N,14,N,96590,3,89106
Lillith Washington    ,5366973996762147,522,?,13314  Hong Kong Ln.                                          ,Las Vegas             ,USA,247940,Abel@orci.edu              ,Ignatius *Gallagher    ,920-315-0273,NV,61242,25190,Y,451.6,11,29.3,Y,84,N,2,Y,71444,1,89102
Donovan Fields        ,5167322865980763,221,?,6575 East Antarctica Way                                      ,Las Vegas             ,USA,109273,Patricia@varius.net        ,Donovan *Fields        ,176-229-9987,NV,16403,16137,N,497.3,6,42.3,N,56,N,17,N,77630,2,89109
